"取引No","取引日","借方勘定科目","借方補助科目","借方部門","借方取引先","借方税区分","借方インボイス","借方金額(円)","貸方勘定科目","貸方補助科目","貸方部門","貸方取引先","貸方税区分","貸方インボイス","貸方金額(円)","摘要","タグ","メモ"
"518","2025/12/30","支払手数料","","","","課税仕入 10%","","490","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","490","出金 フリコミテスウリヨウ","",""
"519","2025/12/30","支払手数料","","","","課税仕入 10%","","490","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","490","出金 フリコミテスウリヨウ","",""
"520","2025/12/30","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"521","2025/12/30","支払手数料","","","","課税仕入 10%","","490","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","490","出金 フリコミテスウリヨウ","",""
"522","2025/12/30","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"523","2025/12/30","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"524","2025/12/30","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"525","2025/12/30","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"526","2025/12/30","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"527","2025/12/30","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"528","2025/12/30","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"529","2025/12/30","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"530","2025/12/30","支払手数料","","","","課税仕入 10%","","490","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","490","出金 フリコミテスウリヨウ","",""
"577","2025/12/30","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","68646","売掛金","㈱ショクリュー","","","対象外","","68646","振込入金 カ)シヨクリユ-","",""
"578","2025/12/30","買掛金","その他（未）","","","対象外","","202334","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","202334","出金 カ)ハナエミ","",""
"579","2025/12/30","買掛金","早坂美里","","","対象外","","53874","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","53874","出金 ハヤサカ ミサト","",""
"580","2025/12/30","買掛金","その他（済）","","","対象外","","296450","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","296450","出金 タカギ トシヒロ","",""
"581","2025/12/30","買掛金","布間脩一郎","","","対象外","","119748","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","119748","出金 フマ ユウイチロウ","",""
"582","2025/12/30","買掛金","PENTOLA/ﾖｼｵｶﾕｳ","","","対象外","","224116","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","224116","出金 ヨシオカ ユウ","",""
"583","2025/12/30","買掛金","Fan Studio/ワンヤートウン","","","対象外","","16163","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","16163","出金 ワン ヤ-トウン","",""
"584","2025/12/30","買掛金","その他（済）","","","対象外","","17061","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","17061","出金 ヒロノ アンナ","",""
"585","2025/12/30","買掛金","その他（済）","","","対象外","","32774","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","32774","出金 ササキ キコ","",""
"586","2025/12/30","買掛金","その他（済）","","","対象外","","28756","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","28756","出金 ヤマグチ ダイチ","",""
"587","2025/12/30","買掛金","その他（済）","","","対象外","","600000","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","600000","出金 クキ タカノリ","",""
"588","2025/12/30","買掛金","玉利泰人","","","対象外","","137918","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","137918","出金 タマリ ヒロト","",""
"589","2025/12/30","買掛金","㈱root64","","","対象外","","87593","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","87593","出金 カ)ル-トロクジユウヨン","",""
"590","2025/12/30","買掛金","上野慶太","","","対象外","","151710","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","151710","出金 ウエノ ケイタ","",""
"591","2025/12/30","買掛金","浅香太平","","","対象外","","69139","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","69139","出金 アサカ タイヘイ","",""
"592","2025/12/30","買掛金","石塚昌平","","","対象外","","259255","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","259255","出金 イシヅカ シヨウヘイ","",""
"593","2025/12/30","買掛金","出口衛","","","対象外","","259255","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","259255","出金 デグチ マモル","",""
"594","2025/12/30","買掛金","Curip㈱","","","対象外","","866800","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","866800","出金 クリツプ(カ","",""
"595","2025/12/30","通信費","","","","課税仕入 10%","","12100","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","12100","出金 ベンゴシドツトコム (カ　クラウドサイン","",""
"596","2025/12/30","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","380160","売掛金","綿半パートナーズ㈱","","","対象外","","380160","振込入金 ワタハンパ-トナ-ズ.カ","",""
"597","2025/12/30","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","225720","売掛金","その他(済)","","","対象外","","225720","振込入金 トクヒ)ハマヤ","",""
"598","2025/12/30","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","19800","売掛金","その他(済)","","","対象外","","19800","振込入金 ジヨブアシスタンス","",""
"599","2025/12/30","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","563200","売掛金","デジタルギア㈱","","","対象外","","563200","振込入金 デジタルギア(カ","",""
"110","2025/12/31","普通預金","","","","対象外","","19800","売掛金","","","","対象外","","19800","No.202 就労支援事業所テオトル・Rakuco月額利用料金","",""
"111","2025/12/31","普通預金","","","","対象外","","1658399","売掛金","","","","対象外","","1658399","No.203 国立大学法人　東海国立大学機構・【11月】婦人科系がんに関するリアルワールドデータの蓄積・活用等の社会実装に向けた伴走支援","",""
"112","2025/12/31","普通預金","","","","対象外","","64468","売掛金","","","","対象外","","64468","No.204 株式会社root64・PCリース費用","",""
"113","2025/12/31","普通預金","","","","対象外","","211200","売掛金","","","","対象外","","211200","No.205 西村あさひ法律事務所・外国法共同事業・人事評価システム保守費用","",""
"114","2025/12/31","普通預金","","","","対象外","","1368576","売掛金","","","","対象外","","1368576","No.206 西村あさひ法律事務所・外国法共同事業・人事評価システム機能改善","",""
"116","2025/12/31","普通預金","","","","対象外","","1461504","売掛金","","","","対象外","","1461504","No.209 InnoJin株式会社・眼科用デジタル治療プラットフォームの運用保守にかかる業務","",""
"117","2025/12/31","普通預金","","","","対象外","","380160","売掛金","","","","対象外","","380160","No.208 綿半パートナーズ株式会社","",""
"118","2025/12/31","普通預金","","","","対象外","","19800","売掛金","","","","対象外","","19800","No.210 なないろほ～む・Rakuco使用料金","",""
"129","2025/12/31","普通預金","","","","対象外","","1658400","売掛金","","","","対象外","","1658400","No.211 国立大学法人　東海国立大学機構・【11月】婦人科系がんに関するリアルワールドデータの蓄積・活用等の社会実装に向けた伴走支援","",""
"130","2025/12/31","普通預金","","","","対象外","","68646","売掛金","","","","対象外","","68646","No.212 株式会社ショクリュー・WEBサイト保守","",""
"131","2025/12/31","普通預金","","","","対象外","","19800","売掛金","","","","対象外","","19800","No.213 株式会社e-Face・Rakuco月額利用料金","",""
"132","2025/12/31","普通預金","","","","対象外","","19800","売掛金","","","","対象外","","19800","No.214 株式会社e-Face・Rakuco月額利用料金","",""
"134","2025/12/31","普通預金","","","","対象外","","19800","売掛金","","","","対象外","","19800","No.216 ひょうご障害者福祉協同組合　就労継続支援Ｂ型事業所マイドリーム網干・Rakuco使用料金","",""
"135","2025/12/31","普通預金","","","","対象外","","19800","売掛金","","","","対象外","","19800","No.217 ひょうご障害者福祉協同組合　就労継続支援Ｂ型事業所マイドリーム・Rakuco使用料金","",""
"136","2025/12/31","普通預金","","","","対象外","","19800","売掛金","","","","対象外","","19800","No.218 このはの家・Rakuco使用料金","",""
"137","2025/12/31","普通預金","","","","対象外","","19800","売掛金","","","","対象外","","19800","No.219 就労支援事業所テオトル・Rakuco使用料金","",""
"138","2025/12/31","普通預金","","","","対象外","","19800","売掛金","","","","対象外","","19800","No.220 株式会社SUN・Rakuco使用料金","",""
"139","2025/12/31","普通預金","","","","対象外","","19800","売掛金","","","","対象外","","19800","No.221 ジョブアシスタンス・Rakuco使用料金","",""
"140","2025/12/31","普通預金","","","","対象外","","225720","売掛金","","","","対象外","","225720","No.222 はまや都作業所・Rakuco年額利用料金","",""
"141","2025/12/31","普通預金","","","","対象外","","120131","売掛金","","","","対象外","","120131","No.223 株式会社テシード・11月分システム保守費用","",""
"436","2025/12/31","売掛金","その他(済)","","","対象外","","1658400","売上高","","","","課税売上 10%","","1658400","No.224 国立大学法人　東海国立大学機構・【12月】婦人科系がんに関するリアルワールドデータの蓄積・活用等の社会実装に向けた伴走支援","",""
"437","2025/12/31","売掛金","その他(済)","","","対象外","","532224","売上高","","","","課税売上 10%","","532224","No.225 マナトレーディング株式会社・管理ポータルサイトに関するシステム改善業務","",""
"438","2025/12/31","売掛金","西村あさひ法律事務所","","","対象外","","211200","売上高","","","","課税売上 10%","","211200","No.226 西村あさひ法律事務所・外国法共同事業・人事評価システム保守費用","",""
"439","2025/12/31","売掛金","西村あさひ法律事務所","","","対象外","","1368576","売上高","","","","課税売上 10%","","1368576","No.227 西村あさひ法律事務所・外国法共同事業・人事評価システム機能改善","",""
"440","2025/12/31","売掛金","㈱root64","","","対象外","","64468","売上高","","","","課税売上 10%","","64468","No.228 株式会社root64・PCリース費用","",""
"441","2025/12/31","売掛金","綿半パートナーズ㈱","","","対象外","","380160","売上高","","","","課税売上 10%","","380160","No.229 綿半パートナーズ株式会社","",""
"442","2025/12/31","売掛金","InnoJin㈱","","","対象外","","1461504","売上高","","","","課税売上 10%","","1461504","No.230 InnoJin株式会社・眼科用デジタル治療プラットフォームの運用保守にかかる業務","",""
"443","2025/12/31","売掛金","その他","","","対象外","","19800","売上高","","","","課税売上 10%","","19800","No.231 なないろほ～む・Rakuco使用料金","",""
"444","2025/12/31","売掛金","ひょうご障害者福祉協同組合","","","対象外","","19800","売上高","","","","課税売上 10%","","19800","No.233 ひょうご障害者福祉協同組合　就労継続支援Ｂ型事業所マイドリーム網干・Rakuco使用料金","",""
"445","2025/12/31","売掛金","ひょうご障害者福祉協同組合","","","対象外","","19800","売上高","","","","課税売上 10%","","19800","No.234 ひょうご障害者福祉協同組合　就労継続支援Ｂ型事業所マイドリーム","",""
"446","2025/12/31","売掛金","その他(済)","","","対象外","","19800","売上高","","","","課税売上 10%","","19800","No.235 このはの家・Rakuco使用料金","",""
"447","2025/12/31","売掛金","その他","","","対象外","","19800","売上高","","","","課税売上 10%","","19800","No.236 就労支援事業所テオトル・Rakuco使用料金","",""
"448","2025/12/31","売掛金","株式会社SUN","","","対象外","","19800","売上高","","","","課税売上 10%","","19800","No.237 株式会社SUN・Rakuco使用料金","",""
"449","2025/12/31","売掛金","その他(済)","","","対象外","","19800","売上高","","","","課税売上 10%","","19800","No.238 ジョブアシスタンス・Rakuco使用料金","",""
"450","2025/12/31","売掛金","その他(済)","","","対象外","","19800","売上高","","","","課税売上 10%","","19800","No.239 株式会社e-Face・Rakuco使用料金","",""
"451","2025/12/31","売掛金","㈱テシード","","","対象外","","126728","売上高","","","","課税売上 10%","","126728","No.240 株式会社テシード・12月分システム保守費用","",""
"452","2025/12/31","売掛金","その他(済)","","","対象外","","225720","売上高","","","","課税売上 10%","","225720","No.242 合同会社ジュレイ　あゆみワークス・Rakuco年額利用料金","",""
"453","2025/12/31","売掛金","その他(済)","","","対象外","","225720","売上高","","","","課税売上 10%","","225720","No.243 合同会社ジュレイ　アシスト・Rakuco年額利用料金","",""
"709","2025/12/31","備品・消耗品費","","","","課税仕入 10%","","1455","未払金","AMEXカード","","","対象外","","1455","アマゾン シーオージェーピー","",""
"719","2025/12/31","通信費","","","","課税仕入 10%","","10541","未払金","AMEXカード","","","対象外","","10541","ドコモご利用料金","",""
"774","2025/12/31","通信費","","","","課税仕入 10%","","4442","未払金","AMEXカード","","","対象外","","4442","SHOPIFY* 466961131","",""
"869","2025/12/31","通信費","","","","課税仕入 10%","","26031","未払金","AMEXカード","","","対象外","","26031","ALGOLIA 2U2601758442","",""
"907","2025/12/31","売掛金","その他","","","対象外","","69825","売上高","","","","課税売上 10%","","69825","No.244 株式会社ショクリュー・WEBサイト保守","",""
"908","2025/12/31","売掛金","その他","","","対象外","","1461504","売上高","","","","課税売上 10%","","1461504","No.249 InnoJin株式会社・「地方自治体と連携した眼科遠隔診療プラットフォームの開発と実証実験」に伴う開発保守業務","",""
"909","2025/12/31","売掛金","その他","","","対象外","","1461504","売上高","","","","課税売上 10%","","1461504","No.258 InnoJin株式会社・「地方自治体と連携した眼科遠隔診療プラットフォームの開発と実証実験」に伴う開発保守業務","",""
"934","2025/12/31","外注費（原価）","","","","課税仕入 10%","80%控除","110000","買掛金","その他（済）","","","対象外","","110000","㈱はなえみ　Rakucoサポート業務","",""
"939","2025/12/31","外注費（原価）","","","","課税仕入 10%","80%控除","31698","買掛金","その他（済）","","","対象外","","28756","山口　大地","",""
"939","2025/12/31","","","","","","","","預り金","報酬源泉","","","対象外","","2942","山口　大地　","",""
"951","2025/12/31","役員報酬","","","","対象外仕入","","574000","","","","","","","","役員報酬　2名","",""
"951","2025/12/31","給料賃金","","","","対象外仕入","","1121313","","","","","","","","給与手当　10名","",""
"951","2025/12/31","","","","","","","","法定福利費","","","","対象外","","182444","社会保険料","",""
"951","2025/12/31","","","","","","","","預り金","源泉所得税","","","対象外","","29982","源泉所得税","",""
"951","2025/12/31","預り金","源泉所得税","","","対象外","","312021","","","","","","","","年末調整","",""
"951","2025/12/31","","","","","","","","預り金","住民税","","","対象外","","110800","住民税","",""
"951","2025/12/31","","","","","","","","雑収入","社宅","","","非課税売上","","25500","社宅家賃
","",""
"951","2025/12/31","","","","","","","","未払費用","役員報酬","","","対象外","","568149","役員報酬","",""
"951","2025/12/31","","","","","","","","未払費用","給与","","","対象外","","1090459","給与手当","",""
"953","2025/12/31","売掛金","ストライプジャパン","","","対象外","","1099835","売上高","","","","課税売上 10%","","1099835","ストライプジャパン㈱　※仮","資料不足",""
"954","2025/12/31","外注費（原価）","","","","課税仕入 10%","","110000","買掛金","Curip㈱","","","対象外","","110000","Curip㈱　テスト設計管理　　T番号あり","",""
"955","2025/12/31","外注費（原価）","","","","課税仕入 10%","","260480","買掛金","石塚昌平","","","対象外","","236303","石塚昌平　西村あさひ法律事務所・外国法共同事業＿人事評価システム機能改善＿202512　","",""
"955","2025/12/31","","","","","","","","預り金","報酬源泉","","","対象外","","24177","石塚昌平　源泉","",""
"956","2025/12/31","外注費（原価）","","","","課税仕入 10%","","260480","買掛金","出口衛","","","対象外","","236303","出口衛　西村あさひ法律事務所・外国法共同事業＿人事評価システム機能改善＿202512","",""
"956","2025/12/31","","","","","","","","預り金","報酬源泉","","","対象外","","24177","出口衛　源泉","",""
"957","2025/12/31","外注費（原価）","","","","課税仕入 10%","","168960","買掛金","上野慶太","","","対象外","","151710","上野慶太　開発費　T番号あり","",""
"957","2025/12/31","","","","","","","","預り金","報酬源泉","","","対象外","","17250","上野慶太　源泉","",""
"958","2025/12/31","外注費（原価）","","","","課税仕入 10%","80%控除","96000","買掛金","今井海斗","","","対象外","","86199","今井海斗　rakuco＿稼働費12月分","",""
"958","2025/12/31","","","","","","","","預り金","報酬源泉","","","対象外","","9801","今井海斗　源泉","",""
"959","2025/12/31","外注費（原価）","","","","課税仕入 10%","80%控除","137918","買掛金","玉利泰人","","","対象外","","137918","玉利泰人　innojin_眼科用デジタル治療プラットフォームの運用保守にかかる業務＿202512","",""
"960","2025/12/31","外注費（原価）","","","","課税仕入 10%","80%控除","60000","買掛金","早坂美里","","","対象外","","53874","早坂美里　12月広報関連費用","",""
"960","2025/12/31","","","","","","","","預り金","報酬源泉","","","対象外","","6126","早坂美里　源泉","",""
"961","2025/12/31","外注費（原価）","","","","課税仕入 10%","","66000","買掛金","布間脩一郎","","","対象外","","59874","布間脩一郎　新規サービスの企画業務　","",""
"961","2025/12/31","","","","","","","","預り金","報酬源泉","","","対象外","","6126","布間脩一郎　源泉","",""
"963","2025/12/31","外注費（原価）","","","","課税仕入 10%","","308000","買掛金","その他（済）","","","対象外","","308000","高木利寛　Rakuko　企画12月分　T番号あり","",""
"964","2025/12/31","外注費（原価）","","","","課税仕入 10%","80%控除","33575","買掛金","その他（済）","","","対象外","","30147","佐々木喜子　11月分業務委託費","",""
"964","2025/12/31","","","","","","","","預り金","報酬源泉","","","対象外","","3428","佐々木喜子　源泉","",""
"965","2025/12/31","外注費（原価）","","","","課税仕入 10%","","600000","買掛金","その他（済）","","","対象外","","600000","九鬼崇典　コンサルティング費用","",""
"966","2025/12/31","外注費（原価）","","","","課税仕入 10%","80%控除","80000","買掛金","その他（済）","","","対象外","","71832","ゴトウ　ケンタ　rakucoアドバイザ","",""
"966","2025/12/31","","","","","","","","預り金","報酬源泉","","","対象外","","8168","ゴトウ　ケンタ　源泉","",""
"967","2025/12/31","法定福利費","","","","対象外","","390952","未払費用","社会保険料","","","対象外","","390952","社会保険料　※仮","資料不足",""
"1020","2025/12/31","外注費（原価）","","","","課税仕入 10%","","140800","買掛金","Curip㈱","","","対象外","","140800","Curip㈱　支援業務　　T番号あり","",""
"1021","2025/12/31","外注費（原価）","","","","課税仕入 10%","","334400","買掛金","Curip㈱","","","対象外","","334400","Curip㈱　PM費　テスト費用　　T番号あり","",""
"1022","2025/12/31","外注費（原価）","","","","課税仕入 10%","","70400","買掛金","Curip㈱","","","対象外","","70400","Curip㈱　テスト管理費用　　T番号あり","",""
"1023","2025/12/31","外注費（原価）","","","","課税仕入 10%","","295680","買掛金","Curip㈱","","","対象外","","295680","Curip㈱　開発業務　テスト業務　　T番号あり","",""
"1024","2025/12/31","外注費（原価）","","","","課税仕入 10%","80%控除","94280","買掛金","玉利泰人","","","対象外","","94280","玉利泰人　Rakuco開発費用＿202512","",""
"1025","2025/12/31","外注費（原価）","","","","課税仕入 10%","","25300","買掛金","出口衛","","","対象外","","22952","出口衛　","",""
"1025","2025/12/31","","","","","","","","預り金","報酬源泉","","","対象外","","2348","出口衛　","",""
"1026","2025/12/31","外注費（原価）","","","","課税仕入 10%","","140800","買掛金","上野慶太","","","対象外","","126425","上野慶太　開発費　T番号あり","",""
"1026","2025/12/31","","","","","","","","預り金","報酬源泉","","","対象外","","14375","上野慶太　源泉","",""
"1027","2025/12/31","外注費（原価）","","","","課税仕入 10%","","25300","買掛金","石塚昌平","","","対象外","","22952","石塚昌平　運用サポート費","",""
"1027","2025/12/31","","","","","","","","預り金","報酬源泉","","","対象外","","2348","石塚昌平　源泉","",""
"1185","2025/12/31","外注費（原価）","","","","課税仕入 10%","80%控除","224116","買掛金","PENTOLA/ﾖｼｵｶﾕｳ","","","対象外","","224116","PENTOLA　コンサルティング：綿半パートナーズさま　12月分","",""
"1188","2025/12/31","通信費","","","","課税仕入 10%","","92334","買掛金","その他（未）","","","対象外","","92334","㈱はなえみ　通信費12月分及び1月分","",""
"1189","2025/12/31","広告宣伝費","","","","課税仕入 10%","","33000","未払金","その他","","","対象外","","33000","㈱PR TIMES　12月ご利用分","",""
"1203","2025/12/31","外注費（原価）","","","","課税仕入 10%","80%控除","52500","買掛金","浅香太平","","","対象外","","47140","淺香太平　rakuko開発費12月分","",""
"1203","2025/12/31","","","","","","","","預り金","報酬源泉","","","対象外","","5360","淺香太平　源泉","",""
"730","2026/01/01","通信費","","","","課税仕入 10%","","9336","未払金","AMEXカード","","","対象外","","9336","GOOGLE*CLOUD 6D467J GOOGLE CLOUD JA","",""
"731","2026/01/01","通信費","","","","課税仕入 10%","","8799","未払金","AMEXカード","","","対象外","","8799","GOOGLE*CLOUD D8SVPL GOOGLE CLOUD JA","",""
"732","2026/01/01","通信費","","","","課税仕入 10%","","62581","未払金","AMEXカード","","","対象外","","62581","GOOGLE*CLOUD JCNTXL GOOGLE CLOUD JA","",""
"733","2026/01/01","通信費","","","","課税仕入 10%","","2","未払金","AMEXカード","","","対象外","","2","GOOGLE*CLOUD XLN6FX GOOGLE CLOUD JA","",""
"734","2026/01/01","通信費","","","","課税仕入 10%","","41482","未払金","AMEXカード","","","対象外","","41482","GOOGLE*CLOUD Z9ZCXB GOOGLE CLOUD JA","",""
"735","2026/01/01","通信費","","","","課税仕入 10%","","5225","未払金","AMEXカード","","","対象外","","5225","GOOGLE*WORKSPACE HANAEMI.CO.JP GOOGLE","",""
"736","2026/01/01","通信費","","","","課税仕入 10%","","4890","未払金","AMEXカード","","","対象外","","4890","GOOGLE*WORKSPACE ROOT64.JP GOOGLE CLOU","",""
"737","2026/01/01","通信費","","","","課税仕入 10%","","17032","未払金","AMEXカード","","","対象外","","17032","GOOGLE*WORKSPACE SOCT.JP GOOGLE CLOUD","",""
"760","2026/01/01","通信費","","","","課税仕入 10%","","19527","未払金","AMEXカード","","","対象外","","19527","GENSPARK.AI","",""
"771","2026/01/01","通信費","","","","課税仕入 10%","","6250","未払金","AMEXカード","","","対象外","","6250","QANGAROO.JP","",""
"777","2026/01/01","通信費","","","","課税仕入 10%","","2090","未払金","AMEXカード","","","対象外","","2090","WIX.COM","",""
"781","2026/01/01","通信費","","","","課税仕入 10%","","4691","未払金","AMEXカード","","","対象外","","4691","GMOとくとくBB 東京都 渋谷区","",""
"835","2026/01/01","通信費","","","","課税仕入 10%","","16372","未払金","AMEXカード","","","対象外","","16372","CURSOR USAGE MID DEC","",""
"871","2026/01/01","通信費","","","","課税仕入 10%","","308","未払金","AMEXカード","","","対象外","","308","COOKPAD* DEC","",""
"786","2026/01/02","通信費","","","","課税仕入 10%","","22202","未払金","AMEXカード","","","対象外","","22202","AMAZON WEB SERVICES","",""
"787","2026/01/02","通信費","","","","課税仕入 10%","","49219","未払金","AMEXカード","","","対象外","","49219","AMAZON WEB SERVICES","",""
"791","2026/01/02","通信費","","","","課税仕入 10%","","14299","未払金","AMEXカード","","","対象外","","14299","FIGMA","",""
"799","2026/01/02","通信費","","","","課税仕入 10%","","715","未払金","AMEXカード","","","対象外","","715","GITHUB, INC.","",""
"804","2026/01/02","広告宣伝費","","","","課税仕入 10%","","66000","未払金","AMEXカード","","","対象外","","66000","INDEED JAPAN KK","",""
"836","2026/01/02","通信費","","","","課税仕入 10%","","16334","未払金","AMEXカード","","","対象外","","16334","CURSOR USAGE MID DEC","",""
"872","2026/01/02","仮払金","","","","対象外","","154000","未払金","AMEXカード","","","対象外","","154000","SP BAMBU LAB STORE - J","",""
"738","2026/01/03","通信費","","","","課税仕入 10%","","1450","未払金","AMEXカード","","","対象外","","1450","GOOGLE *GOOGLE ONE","",""
"837","2026/01/03","通信費","","","","課税仕入 10%","","16354","未払金","AMEXカード","","","対象外","","16354","CURSOR USAGE MID DEC","",""
"873","2026/01/03","仮払金","","","","対象外","","3087","未払金","AMEXカード","","","対象外","","3087","FIRECRAWL.DEV","",""
"809","2026/01/04","通信費","","","","課税仕入 10%","","3960","未払金","AMEXカード","","","対象外","","3960","BOOKRUN","",""
"838","2026/01/04","通信費","","","","課税仕入 10%","","16355","未払金","AMEXカード","","","対象外","","16355","CURSOR USAGE MID DEC","",""
"531","2026/01/05","未払費用","社会保険料","","","対象外","","362382","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","362382","出金 シヤカイホケンリヨウ","",""
"602","2026/01/05","長期借入金","西京信用金庫③　＠117,000","","","対象外","","117000","普通預金","【法人】西京信用金庫八重洲口営業部普通3127546","","","対象外","","119198","証書貸付","",""
"602","2026/01/05","支払利息","西京信用金庫③","","","対象外","","2198","","","","","","","","証書貸付","",""
"603","2026/01/05","長期借入金","西京信用金庫⑤　＠298,000","","","対象外","","298000","普通預金","【法人】西京信用金庫八重洲口営業部普通3127546","","","対象外","","330341","証書貸付","",""
"603","2026/01/05","支払利息","西京信用金庫⑤","","","対象外","","32341","","","","","","","","証書貸付","",""
"609","2026/01/05","長期借入金","公庫/＠64,000円","","","対象外","","64000","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","67917","出金 セイサクコウコ(コク)","",""
"609","2026/01/05","支払利息","公庫/＠64,000円","","","対象外","","3917","","","","","","","","出金 セイサクコウコ(コク)","",""
"610","2026/01/05","長期借入金","公庫/＠125,000円","","","対象外","","125000","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","126541","出金 セイサクコウコ(コク)","",""
"610","2026/01/05","支払利息","公庫/＠125,000円","","","対象外","","1541","","","","","","","","出金 セイサクコウコ(コク)","",""
"611","2026/01/05","長期借入金","公庫/＠250,000円","","","対象外","","250000","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","287603","出金 セイサクコウコ(コク)","",""
"611","2026/01/05","支払利息","公庫/＠250,000円","","","対象外","","37603","","","","","","","","出金 セイサクコウコ(コク)","",""
"813","2026/01/05","通信費","","","","課税仕入 10%","","9108","未払金","AMEXカード","","","対象外","","9108","マネ-フォワ-ドクラウド 東京都 港区","",""
"874","2026/01/05","仮払金","","","","対象外","","3249","未払金","AMEXカード","","","対象外","","3249","VERCEL INC.","",""
"875","2026/01/05","諸会費","","","","課税仕入 10%","","600","未払金","AMEXカード","","","対象外","","600","AMAZON プライム会費","",""
"876","2026/01/05","通信費","","","","課税仕入 10%","","3300","未払金","AMEXカード","","","対象外","","3300","EBOOK5 北海道 札幌市中央区","",""
"877","2026/01/05","通信費","","","","課税仕入 10%","","825","未払金","AMEXカード","","","対象外","","825","EEASY 東京都 千代田区","",""
"761","2026/01/06","通信費","","","","課税仕入 10%","","3572","未払金","AMEXカード","","","対象外","","3572","CURSOR, AI POWERED IDE","",""
"762","2026/01/06","通信費","","","","課税仕入 10%","","1760","未払金","AMEXカード","","","対象外","","1760","SQSP* DOMAIN#216901709","",""
"807","2026/01/06","会議費","","","","課税仕入 10%","","605","未払金","AMEXカード","","","対象外","","605","CONOHA 東京都 渋谷区","",""
"817","2026/01/06","通信費","","","","課税仕入 10%","","1799","未払金","AMEXカード","","","対象外","","1799","EVERNOTE","",""
